MAIN_ROAD,CITY_DISTRICT,ADDRESS,BUILD_1ST_NUM,BUILD_2ND_NUM,COMPLEX_NAME,AREA,CONTRACT_YEAR_MONTH,CONTRACT_DAY,AMOUNT,FLOOR,CONSTRUCTION_YEAR,ROAD_NAME,TERMINATION_DATE,TRANSACTION_TYPE,BROKER_LOCATION,ROAD_NUM
새문안로3길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
새창로,480,480,480,480,480,480,480,480,480,480,480,480,7,480,480,480
새창로12길,31,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31
새창로8길,229,229,229,229,229,229,229,229,229,229,229,229,2,229,229,229
새터산5길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
서강대길,74,74,74,74,74,74,74,74,74,74,74,74,1,74,74,74
서강로,215,215,215,215,215,215,215,215,215,215,215,215,2,215,215,215
서강로3길,29,29,29,29,29,29,29,29,29,29,29,29,1,29,29,29
서강로9길,122,122,122,122,122,122,122,122,122,122,122,122,1,122,122,122
서경로,276,276,276,276,276,276,276,276,276,276,276,276,6,276,276,276
서경로2길,78,78,78,78,78,78,78,78,78,78,78,78,1,78,78,78
서달로,264,264,264,264,264,264,264,264,264,264,264,264,4,264,264,264
서달로1길,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105
서달로2길,30,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30
서래로,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서래로10길,13,13,13,13,13,13,13,13,13,13,13,13,1,13,13,13
서래로1길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
서래로2길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
서래로3길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서래로7길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서래로8길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
서리풀2길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
서리풀4길,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
서리풀8길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서리풀길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
서빙고로,325,325,325,325,325,325,325,325,325,325,325,325,3,325,325,325
서빙고로51길,45,45,45,45,45,45,45,45,45,45,45,45,0,45,45,45
서빙고로62길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
서빙고로91가길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서빙고로97길,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8
서소문로,112,112,112,112,112,112,112,112,112,112,112,112,1,112,112,112
서소문로6길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
서소문로9길,75,75,75,75,75,75,75,75,75,75,75,75,2,75,75,75
서애로1길,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80
서오릉로,244,244,244,244,244,244,244,244,244,244,244,244,4,244,244,244
서오릉로13길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
서오릉로15길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
서오릉로18길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
서오릉로20길,32,32,32,32,32,32,32,32,32,32,32,32,2,32,32,32
서오릉로21가길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
서오릉로21길,199,199,199,199,199,199,199,199,199,199,199,199,1,199,199,199
서오릉로23길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
서오릉로25길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서오릉로27길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
서오릉로2길,53,53,53,53,53,53,53,53,53,53,53,53,0,53,53,53
서오릉로4길,17,17,17,17,17,17,17,17,17,17,17,17,1,17,17,17
서운로,431,431,431,431,431,431,431,431,431,431,431,431,4,431,431,431
서운로11길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
서운로3길,13,13,13,13,13,13,13,13,13,13,13,13,1,13,13,13
서운로6길,28,28,28,28,28,28,28,28,28,28,28,28,1,28,28,28
서운로9길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
서울숲2길,79,79,79,79,79,79,79,79,79,79,79,79,6,79,79,79
서울숲길,45,45,45,45,45,45,45,45,45,45,45,45,0,45,45,45
서울시립대로,350,350,350,350,350,350,350,350,350,350,350,350,14,350,350,350
서울시립대로25길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
서울시립대로29길,26,26,26,26,26,26,26,26,26,26,26,26,2,26,26,26
서초대로,241,241,241,241,241,241,241,241,241,241,241,241,5,241,241,241
서초대로18길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
서초대로1길,132,132,132,132,132,132,132,132,132,132,132,132,0,132,132,132
서초대로23길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
서초대로25길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
서초대로26길,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
서초대로27길,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4
서초대로29길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
서초대로33길,36,36,36,36,36,36,36,36,36,36,36,36,1,36,36,36
서초대로34가길,11,11,11,11,11,11,11,11,11,11,11,11,1,11,11,11
서초대로34길,22,22,22,22,22,22,22,22,22,22,22,22,0,22,22,22
서초대로38길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
서초대로3길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
서초대로40길,31,31,31,31,31,31,31,31,31,31,31,31,0,31,31,31
서초대로46길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
서초대로50길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
서초대로58길,63,63,63,63,63,63,63,63,63,63,63,63,1,63,63,63
서초대로60길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
서초대로64길,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20
서초대로65길,131,131,131,131,131,131,131,131,131,131,131,131,0,131,131,131
서초대로73길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
서초대로74길,104,104,104,104,104,104,104,104,104,104,104,104,1,104,104,104
서초대로78길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
서초중앙로,770,770,770,770,770,770,770,770,770,770,770,770,21,770,770,770
서초중앙로12길,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
서초중앙로22길,88,88,88,88,88,88,88,88,88,88,88,88,1,88,88,88
서초중앙로24길,156,156,156,156,156,156,156,156,156,156,156,156,0,156,156,156
서초중앙로29길,130,130,130,130,130,130,130,130,130,130,130,130,4,130,130,130
서초중앙로2길,73,73,73,73,73,73,73,73,73,73,73,73,2,73,73,73
서초중앙로31길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
서해안로,71,71,71,71,71,71,71,71,71,71,71,71,1,71,71,71
서해안로34가길,118,118,118,118,118,118,118,118,118,118,118,118,4,118,118,118
석계로,263,263,263,263,263,263,263,263,263,263,263,263,3,263,263,263
석계로13길,41,41,41,41,41,41,41,41,41,41,41,41,1,41,41,41
석계로15길,27,27,27,27,27,27,27,27,27,27,27,27,1,27,27,27
석계로18길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
석촌호수로,172,172,172,172,172,172,172,172,172,172,172,172,1,172,172,172
석촌호수로18길,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10
선릉로,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,23,1028,1028,1028
선릉로100길,28,28,28,28,28,28,28,28,28,28,28,28,1,28,28,28
선릉로107길,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7
선릉로108길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
선릉로111길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
선릉로112길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
선릉로126길,65,65,65,65,65,65,65,65,65,65,65,65,0,65,65,65
선릉로130길,72,72,72,72,72,72,72,72,72,72,72,72,1,72,72,72
선릉로132길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
선릉로137길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
선릉로18길,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
선릉로190길,28,28,28,28,28,28,28,28,28,28,28,28,1,28,28,28
선릉로62길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
선릉로69길,267,267,267,267,267,267,267,267,267,267,267,267,2,267,267,267
선릉로72길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
선릉로76길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
선릉로86길,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8
선릉로87길,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,14
선릉로8길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
선릉로90길,36,36,36,36,36,36,36,36,36,36,36,36,2,36,36,36
선사로,40,40,40,40,40,40,40,40,40,40,40,40,1,40,40,40
선유동2로,122,122,122,122,122,122,122,122,122,122,122,122,2,122,122,122
선유로,324,324,324,324,324,324,324,324,324,324,324,324,3,324,324,324
선유로25길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
선유로33길,62,62,62,62,62,62,62,62,62,62,62,62,0,62,62,62
선유로40길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
선유로42길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
선유로43가길,92,92,92,92,92,92,92,92,92,92,92,92,0,92,92,92
선유로47길,39,39,39,39,39,39,39,39,39,39,39,39,0,39,39,39
선유로51길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
선유로53길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
선유로9길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
선유로9나길,99,99,99,99,99,99,99,99,99,99,99,99,3,99,99,99
선유서로,256,256,256,256,256,256,256,256,256,256,256,256,0,256,256,256
선유서로21길,120,120,120,120,120,120,120,120,120,120,120,120,0,120,120,120
선유서로24길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
선유서로26길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
선유서로34길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
선유서로9길,37,37,37,37,37,37,37,37,37,37,37,37,0,37,37,37
섬밭로,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,2573,40,2573,2573,2573
성균관로14길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
성균관로17길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
성내로,287,287,287,287,287,287,287,287,287,287,287,287,16,287,287,287
성내로14길,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16
성내로17길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성내로18길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
성내로6가길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
성내로6길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
성내로6나길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
성내로6다길,52,52,52,52,52,52,52,52,52,52,52,52,0,52,52,52
성내로8길,17,17,17,17,17,17,17,17,17,17,17,17,2,17,17,17
성내천로,305,305,305,305,305,305,305,305,305,305,305,305,2,305,305,305
성내천로21길,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23
성내천로29길,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9
성내천로34길,12,12,12,12,12,12,12,12,12,12,12,12,0,12,12,12
성내천로37길,52,52,52,52,52,52,52,52,52,52,52,52,1,52,52,52
성내천로43바길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
성내천로47길,56,56,56,56,56,56,56,56,56,56,56,56,0,56,56,56
성내천로6길,142,142,142,142,142,142,142,142,142,142,142,142,3,142,142,142
성내천로8가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성대로,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
성대로12길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
성대로6가길,23,23,23,23,23,23,23,23,23,23,23,23,2,23,23,23
성대로6다길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
성대로6자길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
성미산로,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
성미산로11길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
성미산로15길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
성미산로23길,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16
성미산로23안길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성미산로27길,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12
성미산로29길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
성미산로3가길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
성미산로7안길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
성북로31가길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
성북로31길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
성북로4길,915,915,915,915,915,915,915,915,915,915,915,915,17,915,915,915
성북로6가길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
성북로9길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성산로,17,17,17,17,17,17,17,17,17,17,17,17,0,17,17,17
성산로4길,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20
성산로6길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
성산로7안길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
성수이로,106,106,106,106,106,106,106,106,106,106,106,106,2,106,106,106
성수이로16길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
성수이로2길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
성수이로7가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성수이로8길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
성수일로10길,33,33,33,33,33,33,33,33,33,33,33,33,0,33,33,33
성수일로11길,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6
성수일로4길,81,81,81,81,81,81,81,81,81,81,81,81,1,81,81,81
성수일로8길,93,93,93,93,93,93,93,93,93,93,93,93,0,93,93,93
성안로,219,219,219,219,219,219,219,219,219,219,219,219,2,219,219,219
성안로13길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성안로25길,105,105,105,105,105,105,105,105,105,105,105,105,2,105,105,105
성안로3길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
성암로,134,134,134,134,134,134,134,134,134,134,134,134,1,134,134,134
성암로11길,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48
성암로1길,40,40,40,40,40,40,40,40,40,40,40,40,0,40,40,40
성암로5길,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16
성암로7길,67,67,67,67,67,67,67,67,67,67,67,67,0,67,67,67
성지3길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
성현로,802,802,802,802,802,802,802,802,802,802,802,802,6,802,802,802
세검정로,138,138,138,138,138,138,138,138,138,138,138,138,0,138,138,138
세검정로1길,386,386,386,386,386,386,386,386,386,386,386,386,0,386,386,386
세검정로3길,49,49,49,49,49,49,49,49,49,49,49,49,0,49,49,49
세검정로6다길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
세무서2길,42,42,42,42,42,42,42,42,42,42,42,42,0,42,42,42
세무서8길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
세무서길,33,33,33,33,33,33,33,33,33,33,33,33,1,33,33,33
세종대로23길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
소공로,187,187,187,187,187,187,187,187,187,187,187,187,2,187,187,187
소공로3길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
소월로2길,36,36,36,36,36,36,36,36,36,36,36,36,2,36,36,36
솔매로,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
솔매로43길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
솔밭로,22,22,22,22,22,22,22,22,22,22,22,22,2,22,22,22
솔밭로7길,51,51,51,51,51,51,51,51,51,51,51,51,0,51,51,51
솔샘로,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,25,1796,1796,1796
솔샘로24길,269,269,269,269,269,269,269,269,269,269,269,269,4,269,269,269
솔샘로25길,383,383,383,383,383,383,383,383,383,383,383,383,11,383,383,383
솔샘로5가길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
솔샘로5길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
솔샘로6길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
송림길,54,54,54,54,54,54,54,54,54,54,54,54,0,54,54,54
송월길,199,199,199,199,199,199,199,199,199,199,199,199,5,199,199,199
송이로,197,197,197,197,197,197,197,197,197,197,197,197,2,197,197,197
송이로12길,68,68,68,68,68,68,68,68,68,68,68,68,2,68,68,68
송이로14길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
송이로15길,100,100,100,100,100,100,100,100,100,100,100,100,1,100,100,100
송이로17길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
송이로19길,43,43,43,43,43,43,43,43,43,43,43,43,0,43,43,43
송이로21길,20,20,20,20,20,20,20,20,20,20,20,20,2,20,20,20
송이로23길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
송이로26길,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
송이로30길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
송이로31길,395,395,395,395,395,395,395,395,395,395,395,395,10,395,395,395
송이로32길,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48
송이로34길,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25
송이로36길,18,18,18,18,18,18,18,18,18,18,18,18,0,18,18,18
송이로37가길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
송정로,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
송죽길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
송파대로,987,987,987,987,987,987,987,987,987,987,987,987,25,987,987,987
송파대로14길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
송파대로16길,27,27,27,27,27,27,27,27,27,27,27,27,0,27,27,27
송파대로20길,56,56,56,56,56,56,56,56,56,56,56,56,0,56,56,56
송파대로22길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
송파대로24길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
송파대로28길,98,98,98,98,98,98,98,98,98,98,98,98,0,98,98,98
송파대로30길,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50
송파대로32길,398,398,398,398,398,398,398,398,398,398,398,398,6,398,398,398
송파대로34가길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
송파대로36가길,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7
송파대로36길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
송파대로37길,53,53,53,53,53,53,53,53,53,53,53,53,0,53,53,53
송파대로48길,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,34
송파대로8길,217,217,217,217,217,217,217,217,217,217,217,217,1,217,217,217
수락산로,311,311,311,311,311,311,311,311,311,311,311,311,9,311,311,311
수명로1길,235,235,235,235,235,235,235,235,235,235,235,235,3,235,235,235
수명로2가길,82,82,82,82,82,82,82,82,82,82,82,82,4,82,82,82
수명로2길,189,189,189,189,189,189,189,189,189,189,189,189,0,189,189,189
수색로,741,741,741,741,741,741,741,741,741,741,739,741,3,741,741,741
수색로18길,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13
수색로20길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
수색로2길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
수색로6길,93,93,93,93,93,93,93,93,93,93,93,93,0,93,93,93
수색로8길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
수유로12길,62,62,62,62,62,62,62,62,62,62,62,62,0,62,62,62
수유로17나길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
수유로23길,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
숙선옹주로,507,507,507,507,507,507,507,507,507,507,507,507,14,507,507,507
숙선옹주로9길,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35
숭문16다길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
숭문길,178,178,178,178,178,178,178,178,178,178,178,178,1,178,178,178
숭인동1길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
숭인동1나길,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
숭인동2길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
숭인동길,71,71,71,71,71,71,71,71,71,71,71,71,1,71,71,71
숭인로,167,167,167,167,167,167,167,167,167,167,167,167,5,167,167,167
숭인로2길,344,344,344,344,344,344,344,344,344,344,344,344,3,344,344,344
숭인로7가길,111,111,111,111,111,111,111,111,111,111,111,111,1,111,111,111
숭인로8길,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
승방1길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
승방3가길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
승방3길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
승방3나길,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
승방4길,40,40,40,40,40,40,40,40,40,40,40,40,0,40,40,40
승방7길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
승방길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
시루봉로,816,816,816,816,816,816,816,816,816,816,816,816,13,816,816,816
시루봉로11길,37,37,37,37,37,37,37,37,37,37,37,37,2,37,37,37
시루봉로15다길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
시루봉로15마길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
시루봉로2길,79,79,79,79,79,79,79,79,79,79,79,79,2,79,79,79
시루봉로5길,78,78,78,78,78,78,78,78,78,78,78,78,3,78,78,78
시루봉로6길,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35
시흥대로,543,543,543,543,543,543,543,543,543,543,543,543,12,543,543,543
시흥대로100길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
시흥대로112길,23,23,23,23,23,23,23,23,23,23,23,23,1,23,23,23
시흥대로120길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
시흥대로128길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
시흥대로12길,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48
시흥대로142길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
시흥대로144길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
시흥대로149길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
시흥대로14길,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
시흥대로150길,56,56,56,56,56,56,56,56,56,56,56,56,0,56,56,56
시흥대로151길,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,21
시흥대로152길,68,68,68,68,68,68,68,68,68,68,68,68,1,68,68,68
시흥대로161길,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50
시흥대로16길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
시흥대로173길,31,31,31,31,31,31,31,31,31,31,31,31,2,31,31,31
시흥대로181길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
시흥대로187길,45,45,45,45,45,45,45,45,45,45,45,45,0,45,45,45
시흥대로22길,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
시흥대로24길,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
시흥대로26길,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
시흥대로28길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
시흥대로2길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
시흥대로37길,26,26,26,26,26,26,26,26,26,26,26,26,0,26,26,26
시흥대로45길,11,11,11,11,11,11,11,11,11,11,11,11,0,11,11,11
시흥대로47길,212,212,212,212,212,212,212,212,212,212,212,212,0,212,212,212
시흥대로50길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
시흥대로51길,51,51,51,51,51,51,51,51,51,51,51,51,0,51,51,51
시흥대로57길,83,83,83,83,83,83,83,83,83,83,83,83,0,83,83,83
시흥대로59길,51,51,51,51,51,51,51,51,51,51,51,51,0,51,51,51
시흥대로64길,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
시흥대로73길,49,49,49,49,49,49,49,49,49,49,49,49,0,49,49,49
시흥대로77길,44,44,44,44,44,44,44,44,44,44,44,44,1,44,44,44
시흥대로88길,19,19,19,19,19,19,19,19,19,19,19,19,0,19,19,19
신길로,139,139,139,139,139,139,139,139,139,139,139,139,4,139,139,139
신길로23길,21,21,21,21,21,21,21,21,21,21,21,21,0,21,21,21
신길로28길,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8
신길로29길,20,20,20,20,20,20,20,20,20,20,20,20,1,20,20,20
신길로42가길,24,24,24,24,24,24,24,24,24,24,24,24,0,24,24,24
신길로42길,48,48,48,48,48,48,48,48,48,48,48,48,0,48,48,48
신길로60나길,41,41,41,41,41,41,41,41,41,41,41,41,0,41,41,41
신길로61길,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9
신내로,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,21,1150,1150,1150
신내로14길,54,54,54,54,54,54,54,54,54,54,54,54,0,54,54,54
신내로17길,143,143,143,143,143,143,143,143,143,143,143,143,3,143,143,143
신내로19길,462,462,462,462,462,462,462,462,462,462,462,462,7,462,462,462
신내로1길,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7
신내로21길,223,223,223,223,223,223,223,223,223,223,223,223,1,223,223,223
신내로7가길,86,86,86,86,86,86,86,86,86,86,86,86,0,86,86,86
신내로7길,90,90,90,90,90,90,90,90,90,90,90,90,3,90,90,90
신내로7나길,137,137,137,137,137,137,137,137,137,137,137,137,1,137,137,137
신내로7다길,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
신내역로,149,149,149,149,149,149,149,149,149,149,149,149,1,149,149,149
신내역로1길,149,149,149,149,149,149,149,149,149,149,149,149,2,149,149,149
신대방1가길,74,74,74,74,74,74,74,74,74,74,74,74,0,74,74,74
신대방1나길,15,15,15,15,15,15,15,15,15,15,15,15,0,15,15,15
신대방길,49,49,49,49,49,49,49,49,49,49,49,49,0,49,49,49
신도림로,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,16,1034,1034,1034
신도림로11가길,192,192,192,192,192,192,192,192,192,192,192,192,3,192,192,192
신도림로19길,59,59,59,59,59,59,59,59,59,59,59,59,0,59,59,59
신도림로21길,76,76,76,76,76,76,76,76,76,76,76,76,4,76,76,76
신림로,136,136,136,136,136,136,136,136,136,136,136,136,19,136,136,136
신림로11길,21,21,21,21,21,21,21,21,21,21,21,21,2,21,21,21
신림로29길,368,368,368,368,368,368,368,368,368,368,368,368,9,368,368,368
